AccSpeciesID,AccSpeciesName,Measurements
51200,Sparattosperma leucanthum,1
51202,Sparganium angustifolium,1
51203,Sparganium emersum,13
51204,Sparganium erectum,14
51207,Sparganium minimum,30
51208,Sparganium natans,2
51215,Spartina alterniflora,2
51216,Spartina anglica,6
51221,Spartina maritima,2
51228,Spartium junceum,5
51230,Spartocytisus supranubius,3
51232,Spartothamnella puberula,1
51234,Spathiphyllum sp,5
51235,Spathodea campanulata,4
51238,Spathoglottis sp,2
51239,Spatholobus ferrugineus,8
51240,Spatholobus littoralis,5
51241,Spatholobus maingayi,1
51242,Spatholobus sp,14
71646,Spatholobus suberectus,5
51243,Specularia perfoliata,1
60242,Spendanus sp,1
51244,Spergula arvensis,17
51246,Spergula morisonii,5
51248,Spergula ramosa,1
98363,Spergularia bocconei,1
51252,Spergularia diandra,25
51253,Spergularia echinosperma,5
51257,Spergularia marina,13
51259,Spergularia media,13
51261,Spergularia rubra,4
51262,Spergularia rupicola,3
51303,Sphaeralcea ambigua,11
51305,Sphaeralcea coccinea,38
60229,Sphaerostephanos cf.,1
51322,Sphaerostephanos penniger,1
51323,Sphaerostephanos sp,1
51324,Sphaerostephanos unitus,6
51335,Sphenopholis obtusata,3
51338,Sphenostemon lobosporus,2
51351,Spilanthes acmella,3
51352,Spilanthes ocymifolia,1
51353,Spilanthes paniculata,1
51360,Spinifex sericeus,1
60234,Spinifex sp,1
51386,Spiraea hypericifolia,1
51387,Spiraea japonica,5
51389,Spiraea latifolia,8
51390,Spiraea media,1
51394,Spiraea pubescens,1
51395,Spiraea salicifolia,6
51396,Spiraea sp,7
51398,Spiraea tomentosa,2
51399,Spiraea trilobata,2
51404,Spiraeanthemum sp,1
51407,Spiranthes romanzoffiana,1
51410,Spiranthes spiralis,1
51411,Spirodela polyrhiza,7
64896,Spirodela polyrrhiza,10
51412,Spirostachys africana,12
51422,Spondias mombin,32
51423,Spondias pinnata,1
51425,Spondias radlkoferi,20
51426,Spondias sp,4
98470,Spondias venosa,1
60241,Sporobolis clandenstina,1
51444,Sporobolus caroli,1
51454,Sporobolus cryptandrus,1
51455,Sporobolus diander,1
51464,Sporobolus heterolepis,5
51465,Sporobolus indicus,1
64899,Sporobolus interruptus,20
51473,Sporobolus mitchellii,1
60218,Sporobolus sp,5
51507,Sporobolus vaginiflorus,1
51508,Sporobolus virginicus,2
51522,Stachyarrhena acuminata,25
98508,Stachyarrhena spicata,1
98509,Stachyococcus adinanthus,1
51525,Stachyphrynium jagorianum,4
51530,Stachys alopecuros,10
51531,Stachys alpina,1
51535,Stachys arvensis,5
51537,Stachys byzantina,1
51540,Stachys cretica,1
51543,Stachys germanica,1
51549,Stachys macrantha,3
51552,Stachys officinalis,50
51554,Stachys palustris,6
51557,Stachys recta,20
98547,Stachys salviifolia,20
51559,Stachys sp,1
51561,Stachys sylvatica,15
51562,Stachys tenuifolia,5
51565,Stachytarpheta cajanensis,1
51566,Stachytarpheta cayennensis,2
51568,Stachytarpheta goyazensis,1
51569,Stachytarpheta indica,1
51570,Stachytarpheta jamaicensis,4
51571,Stachytarpheta sp,7
63927,Stachytarpheta urticifolia,1
51584,Staehelina dubia,1
51590,Stanleya pinnata,4
51597,Staphylea pinnata,10
98576,Stauntonia chinensis,1
60221,Stechypheta sp,1
51609,Steganotaenia araliacea,6
51616,Stelechocarpus burahol,1
51617,Stellaria alsine,3
103650,Stellaria chamaejasme,1
51627,Stellaria graminea,18
51629,Stellaria holostea,7
51632,Stellaria longipes,1
51633,Stellaria mannii,1
51634,Stellaria media,32
51636,Stellaria neglecta,15
51637,Stellaria nemorum,17
51639,Stellaria pallida,15
51640,Stellaria palustris,1
51644,Stellaria sp,1
51645,Stellaria uliginosa,5
51646,Stellaria winkleri,2
51647,Stellera chamaejasme,1
51649,Stemmadenia donnell-smithii,5
51652,Stemmadenia grandiflora,4
51665,Stemona sp,1
51672,Stemonurus scorpioides,1
51673,Stemonurus secundiflorus,2
51677,Stenandrium dulce,1
51682,Stenocarpus salignus,1
51690,Stenochlaena palustris,10
51691,Stenochlaena sp,23
60781,Stenochloa sp,1
51699,Stenopetalum nutans,1
51709,Stephania abyssinica,2
51710,Stephania cyanantha,1
51711,Stephania glabra,1
51712,Stephania hernandifolia,3
51713,Stephania japonica,13
51714,Stephania sp,23
98672,Stephanopodium costaricense,8
51724,Stephanopodium peruvianum,2
51728,Sterculia africana,1
51729,Sterculia alata,1
51731,Sterculia apeibophylla,4
51732,Sterculia apetala,22
51739,Sterculia coccinea,1
51740,Sterculia colombiana,4
51749,Sterculia elata,2
51750,Sterculia excelsa,1
51752,Sterculia frondosa,7
98681,Sterculia killipiana,1
51755,Sterculia lanceolata,1
51756,Sterculia laurifolia,3
103656,Sterculia lisae,2
51757,Sterculia longifolia,5
51759,Sterculia macrophylla,1
103657,Sterculia multiovula,1
51762,Sterculia oblongata,3
98685,Sterculia parviflora,17
51766,Sterculia philippinensis,1
51767,Sterculia pilosa,1
51769,Sterculia pruriens,57
51773,Sterculia recordiana,4
51774,Sterculia rhinopetala,5
51777,Sterculia roxburghii,3
51778,Sterculia rubiginosa,2
51779,Sterculia rugosa,1
51784,Sterculia sp,28
51785,Sterculia speciosa,14
51787,Sterculia subpeltata,2
51790,Sterculia tessmannii,4
51792,Sterculia tragacantha,7
98686,Sterculia villifera,9
51805,Stereospermum kunthianum,1
51810,Stereospermum sp,1
51815,Sterigmapetalum obovatum,1
51827,Stevia satureifolia,1
51835,Sticherus cunninghamii,1
51838,Stictocardia beraviensis,1
51842,Stigmaphyllon ellipticum,1
51843,Stigmaphyllon hypargyreum,8
51844,Stigmaphyllon lindenianum,9
71741,Stigmaphyllon puberulum,1
51855,Stipa arabica,1
51865,Stipa capensis,170
51867,Stipa capillata,5
71748,Stipa curtiseta,2
51881,Stipa glareosa,1
51882,Stipa gobica,1
51883,Stipa grandis,1
51889,Stipa krylovi,1
51890,Stipa krylovii,4
98736,Stipa meridionalis,50
51899,Stipa nitida,1
51901,Stipa offneri,49
51902,Stipa orientalis,2
51903,Stipa parviflora,51
51904,Stipa pennata,10
51906,Stipa pulcherrima,5
51911,Stipa scabra,1
60763,Stipa sp,8
51913,Stipa spartea,36
51914,Stipa speciosa,1
51915,Stipa splendens,1
51918,Stipa tenacissima,91
51924,Stipa tuckeri,1
51925,Stipa variabilis,1
51931,Stipagrostis ciliata,77
71758,Stixis suaveolens,2
71759,Stizophyllum inaequilaterum,4
51958,Stizophyllum riparium,9
103664,Stoloniferous grass,1
51971,Storckiella sp,1
51974,Stratiotes aloides,7
51976,Streblosa glabra,1
51977,Streblus anthropophagorum,1
51982,Streblus dimepate,20
51985,Streblus heterophyllus,3
51990,Streblus microphylla,1
51992,Streblus sp,5
52040,Streptopus amplexifolius,18
98786,Streptopus streptopoides,1
52056,Striga sp,3
52057,Strobilanthes bracteata,1
52058,Strobilanthes sp,7
60773,Strobilopsis sp,1
60774,Strobus sp,1
52061,Strombosia ceylanica,2
52063,Strombosia grandifolia,3
52064,Strombosia javanica,2
52069,Strombosia sp,2
52087,Strophanthus sarmentosus,4
52089,Strophanthus sp,1
52099,Strychnos aculeata,3
52105,Strychnos axillaris,1
98802,Strychnos bredemeyeri,1
71778,Strychnos cathayensis,1
98803,Strychnos chlorantha,10
52111,Strychnos colubrina,2
52112,Strychnos darienensis,1
52113,Strychnos decussata,1
52116,Strychnos gerrardii,1
52119,Strychnos guianensis,1
52120,Strychnos henningsii,1
52121,Strychnos ignatii,6
52122,Strychnos innocua,4
52125,Strychnos lucens,1
52126,Strychnos lucida,4
52127,Strychnos madagascariensis,1
98804,Strychnos melinoniana,1
71784,Strychnos minor,5
52131,Strychnos mitscherlichii,1
52133,Strychnos nigricans,1
71785,Strychnos nitida,2
52137,Strychnos panamensis,8
52139,Strychnos panurensis,2
52141,Strychnos peckii,10
52145,Strychnos pungens,3
52146,Strychnos rondeletioides,1
52148,Strychnos sp,24
52149,Strychnos spinosa,6
52151,Strychnos tarapotensis,1
52152,Strychnos toxifera,4
71789,Strychnos wallichiana,2
98807,Stryphnodendron barbatimam,1
98809,Stryphnodendron flammatum,1
52158,Stryphnodendron guianense,1
52159,Stryphnodendron microstachyum,10
98810,Stryphnodendron moricolor,1
52160,Stryphnodendron paniculatum,1
52161,Stryphnodendron polystachyum,7
52162,Stryphnodendron porcatum,3
52163,Stryphnodendron pulcherrimum,1
52164,Stryphnodendron purpureum,1
52165,Stryphnodendron racemiferum,1
52171,Stuartina muelleri,1
52178,Stylidium lineare,1
52183,Styloceras brokawii,3
52185,Stylochaeton sp,1
52186,Stylochaeton zenkeri,1
52188,Stylogyne ambigua,5
52191,Stylogyne cauliflora,4
52193,Stylogyne longifolia,1
52195,Stylogyne standleyi,2
71815,Stylogyne turbacensis,11
52203,Stylosanthes guineensis,1
52204,Stylosanthes hamata,1
52212,Stylosanthes sp,3
52223,Styphelia triflora,2
52225,Styphelia viridis,1
52231,Styrax argenteus,2
52232,Styrax benzoin,2
98872,Styrax calvescens,1
98879,Styrax guianensis,1
52242,Styrax guyanensis,1
52246,Styrax japonicus,1
52251,Styrax obassis,1
98886,Styrax odoratissima,1
52255,Styrax pallidus,12
52256,Styrax paralleloneurus,3
98893,Styrax sieberi,1
52264,Styrax sp,13
98894,Styrax tessmannii,1
52293,Suaeda glauca,2
52301,Suaeda maritima,15
52313,Suaeda olufsenii,2
52326,Suaeda sp,1
52333,Suaeda vera,3
52336,Subularia aquatica,1
52337,Succisa pratensis,15
60795,Sumac sp,1
52349,Suregada zanzibariensis,1
52374,Swainsona microphylla,1
52376,Swainsona phacoides,2
52380,Swainsona salsula,2
98933,Swartzia acuminata,1
98934,Swartzia amplifolia,1
98935,Swartzia amshoffiana,2
52385,Swartzia apetala,1
52387,Swartzia arborescens,5
52388,Swartzia argentea,1
52389,Swartzia bannia,1
52390,Swartzia benthamiana,8
52391,Swartzia bombycina,2
52392,Swartzia brachyrachis,1
103677,Swartzia canescens,7
52394,Swartzia cardiosperma,3
52396,Swartzia corrugata,1
52397,Swartzia cubensis,2
98936,Swartzia cupavenensis,1
52398,Swartzia cuspidata,1
52399,Swartzia dipetala,1
98937,Swartzia gracilis,1
52405,Swartzia grandifolia,1
52407,Swartzia guianensis,1
52409,Swartzia ingifolia,1
52412,Swartzia laevicarpa,1
52415,Swartzia latifolia,1
52416,Swartzia laurifolia,1
52418,Swartzia leblondii,4
52419,Swartzia leiocalycina,1
52420,Swartzia leptopetala,1
98940,Swartzia macrosema,1
52425,Swartzia macrostachya,1
52427,Swartzia multijuga,1
52428,Swartzia myrtifolia,2
52429,Swartzia oblanceolata,9
98941,Swartzia ochnacea,28
52432,Swartzia panacoco,6
52436,Swartzia polyphylla,14
52437,Swartzia racemosa,1
52438,Swartzia recurva,1
52440,Swartzia reticulata,1
52441,Swartzia schomburgkii,1
52443,Swartzia simplex,71
52444,Swartzia sp,2
98942,Swartzia sprucei,1
98943,Swartzia stipulifera,1
52445,Swartzia tessmannii,1
52446,Swartzia tomentifera,1
52448,Swartzia ulei,1
52449,Sweetia fruticosa,6
64907,Swertia iberica,1
52461,Swertia marginata,2
98955,Swida bretschneideri,1
98958,Swida wilsoniana,1
52473,Swietenia macrophylla,9
52474,Swietenia mahagoni,1
52479,Swintonia acuta,2
52481,Swintonia foxworthyi,1
52487,Swintonia sp,2
63974,Syagrus pseudococos,2
52493,Syagrus sp,2
52497,Sympegma regelii,2
52505,Symphonia globulifera,53
52509,Symphonia sp,40
60717,Symphorema sp,1
52513,Symphoricarpos albus,14
52515,Symphoricarpos mollis,1
52518,Symphoricarpos oreophilus,29
64909,Symphyotrichum ascendens,20
98994,Symphyotrichum ciliolatum,3
64912,Symphyotrichum falcatum,20
64915,Symphyotrichum lanceolatum,12
63979,Symphyotrichum oolentangiense,14
52529,Symphytum grandiflorum,2
52530,Symphytum officinale,7
52531,Symphytum orientale,3
52532,Symphytum tuberosum,23
52539,Symplocos acuminatissima,1
52540,Symplocos adenophylla,1
52543,Symplocos arechea,3
52556,Symplocos cochinchinensis,3
52561,Symplocos fasciculata,4
52566,Symplocos heishanensis,1
52570,Symplocos laeteviridis,1
99050,Symplocos lancilimba,1
52573,Symplocos laurina,1
52575,Symplocos lucida,1
52576,Symplocos martinicensis,3
52582,Symplocos paniculata,1
52587,Symplocos prunifolia,1
52594,Symplocos serrulata,10
52596,Symplocos sp,16
52599,Symplocos stellaris,1
52600,Symplocos sumuntia,1
52623,Syncarpia glomulifera,12
60698,Syncarpia sp,8
52626,Synechanthus warscewiczianus,20
52627,Synedrella nodiflora,6
99121,Syneilesis aconitifolia,1
52631,Syngonium podophyllum,5
52633,Syngonium sp,8
52635,Syngramma wallichii,2
52637,Synoum glandulosum,8
52666,Syringa vulgaris,19
99166,Syzygiopsis oppositifolia,1
52669,Syzygium acuminatissimum,1
52674,Syzygium apodophyllum,1
99179,Syzygium austrosinense,1
52681,Syzygium bankense,1
52698,Syzygium confertum,1
52699,Syzygium cordatum,6
52702,Syzygium crebrinerve,1
52704,Syzygium cumini,2
52705,Syzygium cuminii,1
52708,Syzygium densiflorum,1
52710,Syzygium diospyrifolium,2
52714,Syzygium endophloium,5
52717,Syzygium eucalyptoides,1
52719,Syzygium fastigiatum,2
63994,Syzygium formosanum,2
52724,Syzygium formosum,1
52730,Syzygium grande,1
52742,Syzygium jambos,20
52746,Syzygium latilimbum,3
52748,Syzygium lineatum,5
52750,Syzygium luehmannii,6
52754,Syzygium malaccense,1
52763,Syzygium oleosum,2
52764,Syzygium operculatum,1
52770,Syzygium polyanthum,2
52771,Syzygium polycephalum,1
52787,Syzygium sp,137
52788,Syzygium splendens,2
52789,Syzygium suborbiculare,1
52790,Syzygium suringarianum,3
52798,Syzygium wesa,2
52807,Tabebuia capitata,5
52810,Tabebuia chrysantha,3
52815,Tabebuia guayacan,21
52818,Tabebuia heterophylla,6
52819,Tabebuia impetiginosa,7
52820,Tabebuia incana,2
52821,Tabebuia insignis,1
52825,Tabebuia obscura,1
52826,Tabebuia ochracea,2
52827,Tabebuia pallida,1
52834,Tabebuia rosea,8
99300,Tabebuia roseoalba,1
52837,Tabebuia serratifolia,12
52838,Tabebuia sp,22
52841,Tabernaemontana alba,1
52842,Tabernaemontana angulata,1
60731,Tabernaemontana angustisepala,1
52843,Tabernaemontana arborea,27
99302,Tabernaemontana arcuata,1
52844,Tabernaemontana attenuata,1
52853,Tabernaemontana crassa,5
52854,Tabernaemontana cymosa,2
99303,Tabernaemontana cymulosa,1
52855,Tabernaemontana divaricata,2
52861,Tabernaemontana laeta,1
52862,Tabernaemontana macrocarpa,2
52867,Tabernaemontana penduliflora,3
103698,Tabernaemontana pequera,1
99307,Tabernaemontana psychotriifolia,1
52870,Tabernaemontana sananho,4
52871,Tabernaemontana siphilitica,1
52872,Tabernaemontana sp,10
52877,Tabernaemontana undulata,1
52881,Tacca integrifolia,2
52885,Tacca sp,1
99320,Tachigali bracteolata,8
52888,Tachigali bracteosa,2
52889,Tachigali cavipes,1
52890,Tachigali chrysophylla,2
60726,Tachigali denudata,2
52892,Tachigali formicarum,3
52893,Tachigali guianensis,2
52895,Tachigali melinonii,21
52898,Tachigali myrmecophila,1
99322,Tachigali odoratissima,1
52899,Tachigali paniculata,4
52900,Tachigali paraensis,8
99323,Tachigali plumbea,1
99324,Tachigali poeppigiana,1
52902,Tachigali polyphylla,2
52903,Tachigali ptychophysca,1
99325,Tachigali rusbyi,1
52906,Tachigali sp,1
52907,Tachigali tessmannii,1
52908,Tachigali vasquezii,1
52909,Tachigali venusta,1
52910,Tachigali versicolor,14
60738,Tachigalia sp,2
52918,Taenitis blechnoides,7
60739,Taenopteris sp,1
52919,Tagetes argentina,1
52922,Tagetes filifolia,1
52924,Tagetes minuta,1
52927,Tagetes sp,1
52932,Talauma amazonica,1
52933,Talauma candollei,2
52934,Talauma gigantifolia,2
71852,Talauma gloriensis,2
52935,Talauma hodgsoni,2
52936,Talauma hodgsonii,2
52937,Talauma ovata,1
99343,Talauma rimachii,1
52938,Talauma sambuensis,2
60710,Talauma sp,3
73080,Talauma tyana,1
52944,Talinum polygaloides,1
52946,Talinum sp,2
52947,Talinum triangulare,1
99347,Talisia acutifolia,1
52950,Talisia angustifolia,1
52951,Talisia carinata,1
52952,Talisia cerasina,3
99349,Talisia clathrata,1
52953,Talisia cupularis,1
52954,Talisia elephantipes,1
52955,Talisia esculenta,3
99350,Talisia firma,1
99351,Talisia furfuracea,1
73081,Talisia gigapulvi,1
99352,Talisia guianensis,1
99353,Talisia hemidasya,1
52957,Talisia hexaphylla,10
71859,Talisia intermedia,1
99354,Talisia japurensis,1
52958,Talisia longifolia,1
99355,Talisia macrophylla,1
52960,Talisia microphylla,5
52961,Talisia mollis,2
52962,Talisia nervosa,21
99356,Talisia obovata,1
52963,Talisia olivaeformis,3
99359,Talisia praealta,8
52965,Talisia princeps,23
73082,Talisia pulvinote,1
73083,Talisia retic,1
52966,Talisia reticulata,1
99360,Talisia retusa,1
99362,Talisia simaboides,15
52967,Talisia sp,4
52968,Talisia squarrosa,1
52969,Talisia sylvatica,1
60920,Talloma hodgsoni,1
52971,Tamarindus sp,2
52996,Tamarix sp,2
53002,Tambourissa thouvenotii,20
102317,Tambourissa trichophylla,4
53003,Tamus communis,4
53011,Tanacetum corymbosum,20
53012,Tanacetum djilgense,1
53016,Tanacetum parthenium,23
53018,Tanacetum vulgare,14
103707,Tanaecium pyramidatum,12
53021,Tanaecium sp,1
103708,Tanaecium tetragonolobum,2
53024,Tapeinosperma pseudojambosa,1
53025,Tapeinosperma sp,3
53026,Tapinanthus dodoneifolius,2
53027,Tapinanthus sp,1
99423,Tapirira bethanniana,5
53035,Tapirira guianensis,19
53038,Tapirira myriantha,4
53039,Tapirira obtusa,15
99424,Tapirira peckoltiana,1
99426,Tapirira retusa,1
53040,Tapirira sp,1
53042,Tapura acreana,1
53043,Tapura amazonica,4
53044,Tapura capitulifera,26
53045,Tapura coriacea,1
53047,Tapura guianensis,24
53048,Tapura juruana,4
53049,Tapura peruviana,2
53051,Tapura sp,2
53052,Taralea oppositifolia,1
64016,Taraxacum alpestre,6
99441,Taraxacum ceratophorum,4
53127,Taraxacum confusum,3
53154,Taraxacum dissectum,2
60913,Taraxacum erythrosperma,5
53244,Taraxacum laevigatum,10
53257,Taraxacum leucanthum,2
53289,Taraxacum mongolicum,1
53306,Taraxacum officinale,154
53308,Taraxacum ohwianum,1
53323,Taraxacum palustre,1
60906,Taraxacum palustria,6
60923,Taraxacum ruderalia,4
53415,Taraxacum sp,8
53424,Taraxacum stevenii,3
99496,Tarenna attenuata,1
53492,Tarenna cumingiana,2
53494,Tarenna fragrans,2
53499,Tarenna mollissima,2
53505,Tarenna sp,1
53509,Tarennoidea wallichii,1
60950,Tasmania sp,1
53512,Tasmannia insipida,2
53513,Tasmannia lanceolata,1
53514,Tasmannia membranea,2
60960,Tasmannia sp,1
53522,Taxodium ascendens,1
53523,Taxodium distichum,11
53525,Taxodium sp,1
53526,Taxus baccata,109
53534,Taxus sp,2
53538,Teclea gerrardii,1
53540,Teclea natalensis,2
53561,Tectaria singaporeana,2
60959,Tectaria sp,2
53565,Tectona grandis,2
53569,Teesdalia nudicaulis,15
53573,Teijsmanniodendron coriaceum,5
53575,Teijsmanniodendron holophyllum,1
53578,Teijsmanniodendron pteropodum,1
53579,Teijsmanniodendron simplicifolium,1
53580,Teijsmanniodendron sp,1
53582,Telekia speciosissima,9
53586,Telfairia sp,1
53590,Tellima grandiflora,2
53594,Telosma accedens,3
53595,Templetonia aculeata,1
53602,Tephroseris integrifolia,8
53637,Tephrosia sp,12
53642,Tephrosia virginiana,4
53653,Terminalia alata,1
53654,Terminalia amazonia,62
53659,Terminalia argentea,3
53662,Terminalia aruta,1
53664,Terminalia avicennioides,12
73089,Terminalia axilpub,1
53668,Terminalia bellirica,1
53674,Terminalia brassii,2
53682,Terminalia catappa,5
53684,Terminalia chebula,3
53686,Terminalia citrina,1
53687,Terminalia complanata,1
53694,Terminalia dichotoma,1
53699,Terminalia ferdinandiana,2
53702,Terminalia glaucescens,11
53705,Terminalia guyanensis,4
53710,Terminalia januarensis,2
53717,Terminalia laxiflora,23
53719,Terminalia lucida,1
53722,Terminalia macroptera,12
53728,Terminalia microcarpa,1
53732,Terminalia myriocarpa,6
73090,Terminalia ob,1
53735,Terminalia oblonga,49
53736,Terminalia oblongata,1
53747,Terminalia prunioides,15
53757,Terminalia sericea,15
53761,Terminalia sp,20
53767,Terminalia subspathulata,1
53769,Terminalia superba,9
99587,Ternatea arborea,1
64040,Ternstroemia aneura,1
53781,Ternstroemia bancana,1
53787,Ternstroemia coriacea,1
53788,Ternstroemia dentata,4
99594,Ternstroemia klugiana,1
53799,Ternstroemia sp,1
53802,Ternstroemia toquian,2
60852,Tessiera sp,1
53811,Tessmannianthus heterostemon,2
53819,Tetracera akara,2
53820,Tetracera alnifolia,2
53821,Tetracera asiatica,4
71912,Tetracera daemeliana,2
53823,Tetracera hydrophila,10
53824,Tetracera indica,1
53825,Tetracera macrophylla,3
71917,Tetracera nordtiana,8
53828,Tetracera portobellensis,2
53829,Tetracera scandens,14
53830,Tetracera sp,24
53831,Tetracera triceras,1
53832,Tetracera ulmifolia,1
53833,Tetracera volubilis,3
53849,Tetradymia stenolepis,11
53850,Tetragastris altissima,21
53852,Tetragastris hostmannii,1
53853,Tetragastris panamensis,45
99625,Tetragastris paraensis,1
99626,Tetragastris unifoliata,1
53865,Tetragonia tetragonioides,2
53866,Tetragonia tetragonoides,1
53868,Tetragonolobus maritimus,16
99634,Tetrameranthus duckei,1
53872,Tetrameranthus laomae,1
99635,Tetrameranthus pachycarpus,1
99636,Tetrameranthus sp,28
99637,Tetrameranthus umbellatus,1
53873,Tetramerista glabra,1
99640,Tetraneuris grandiflora,4
71927,Tetraneuris ivesiana,4
53887,Tetrapleura tetraptera,5
60860,Tetrapogon sp,1
53893,Tetrapteris seemanni,1
53897,Tetrapterys discolor,1
71936,Tetrapterys tinifolia,1
71939,Tetrastigma campylocarpum,1
72619,Tetrastigma cruciatum,1
53908,Tetrastigma dubium,1
99660,Tetrastigma hemsleyanum,1
53909,Tetrastigma lanceolarium,8
53910,Tetrastigma nitens,6
53911,Tetrastigma obovatum,1
71941,Tetrastigma obtectum,1
53912,Tetrastigma papillosum,3
64993,Tetrastigma planicaule,2
53913,Tetrastigma sp,9
103747,Tetrastigma wulinshanense,1
99666,Tetrastylidium peruvianum,1
53918,Tetratheca ericifolia,1
53928,Tetrathylacium johansenii,32
53929,Tetrathylacium macrophyllum,4
53936,Tetrorchidium didymostemon,2
53938,Tetrorchidium macrophyllum,2
53940,Tetrorchidium rubrivenium,1
53944,Teucrium botrys,7
53946,Teucrium canadense,3
53947,Teucrium capitatum,30
53949,Teucrium chamaedrys,20
53950,Teucrium charidemi,10
99685,Teucrium dunense,10
53955,Teucrium eriocephalum,10
53956,Teucrium expansum,1
53959,Teucrium gnaphalodes,1
53962,Teucrium montanum,16
53965,Teucrium polium,13
53966,Teucrium pseudochamaepitys,2
53969,Teucrium racemosum,2
53972,Teucrium scordium,6
53973,Teucrium scorodonia,17
99695,Teucrium siculum,11
53978,Thalia sp,1
53979,Thalictrum alpinum,110
53981,Thalictrum aquilegiifolium,5
53983,Thalictrum dasycarpum,1
53984,Thalictrum dioicum,14
71955,Thalictrum exaltatum,6
53987,Thalictrum fendleri,61
53988,Thalictrum flavum,4
53990,Thalictrum foetidum,1
53993,Thalictrum minus,31
53995,Thalictrum petaloideum,1
54003,Thalictrum simplex,2
54006,Thalictrum squarrosum,3
99711,Thalictrum tuberiferum,1
54023,Thamnosma montana,11
54030,Thea lanceolata,3
54036,Thelasis sp,1
54053,Thelymitra ixioides,1
54054,Thelymitra longifolia,1
54063,Thelymitra venosa,1
99749,Thelypteris hexagonoptera,3
54079,Thelypteris palustris,7
54084,Thelypteris sp,2
54088,Themeda australis,1
60846,Themeda sp,2
54093,Themeda triandra,28
54098,Theobroma cacao,22
99759,Theobroma glaucum,1
54099,Theobroma grandiflorum,3
54100,Theobroma mammosum,2
54101,Theobroma obovatum,1
54102,Theobroma simiarum,2
54103,Theobroma sp,5
54104,Theobroma speciosum,4
54105,Theobroma subincanum,65
54106,Theobroma sylvestre,1
54107,Theobroma sylvestris,5
99762,Theobroma velutinum,2
54111,Thermopsis lanceolata,3
54113,Thermopsis montana,6
54114,Thermopsis rhombifolia,2
54119,Thesium bavarum,15
54120,Thesium bergeri,1
54123,Thesium humifusum,1
54125,Thesium linophyllon,5
54127,Thesium pyrenaicum,15
54135,Thespesia populnea,5
54139,Thevetia ahouai,29
54140,Thevetia gaumeri,2
54143,Thevetia peruviana,2
54158,Thinouia myriantha,16
54161,Thismia sp,2
54162,Thlaspi alliaceum,20
54165,Thlaspi arvense,11
54166,Thlaspi caerulescens,2
54170,Thlaspi cochleariforme,1
54173,Thlaspi montanum,55
54175,Thlaspi perfoliatum,2
54178,Thomandersia laurifolia,3
54194,Threlkeldia proceriflora,2
54197,Thrinax radiata,1
60883,Thrixspermum sp,1
54206,Thuja occidentalis,13
54207,Thuja orientalis,7
54214,Thunbergia coccinea,1
54216,Thunbergia grandiflora,7
54217,Thunbergia sp,3
54224,Thymelaea tartonraira,1
54242,Thymus gobicus,1
54248,Thymus kotschyanus,1
54249,Thymus leptophyllus,1
99855,Thymus longiflorus,10
54251,Thymus mastichina,11
54252,Thymus mongolicus,1
54254,Thymus nummularius,2
54259,Thymus piperella,1
54260,Thymus polytrichus,56
54262,Thymus praecox,11
54265,Thymus pulegioides,3
54268,Thymus serpyllum,7
54272,Thymus transcaucasicus,1
54274,Thymus vulgaris,105
54277,Thyridolepis mitchelliana,1
99864,Thyrsodium bolivianum,1
54280,Thyrsodium guianense,16
99865,Thyrsodium herrerense,1
54281,Thyrsodium paraense,2
99866,Thyrsodium puberulum,31
54282,Thyrsodium schomburgkianum,1
54284,Thyrsodium spruceanum,1
54291,Thysanolaena maxima,1
54293,Thysanotus baueri,1
54297,Thysanotus sp,3
99877,Tibouchina arborea,1
54311,Tibouchina sp,3
99878,Ticorea longiflora,1
54321,Tilia americana,80
54322,Tilia amurensis,4
54325,Tilia cordata,26
54335,Tilia mandshurica,1
54343,Tilia paucicostata,1
54344,Tilia platyphyllos,16
54350,Tilia vulgaris,1
60888,Tiliaceae sp,2
72003,Tiliacora acuminata,1
54351,Tiliacora funifera,2
54359,Tillandsia bryoides,1
54382,Tillandsia sp,6
60865,Timmia sp,2
54387,Timonius borneensis,2
54390,Timonius esherianus,1
54395,Timonius sp,5
54396,Timonius stipulosus,2
54397,Timonius timon,5
54398,Timonius wallichianus,4
102333,Tina striata,16
54402,Tinospora caffra,2
54406,Tinospora sp,3
99987,Tiquilia greggii,11
54418,Tmesipteris elongata,1
54422,Tmesipteris sp,3
54423,Tmesipteris tannensis,1
99999,Tococa caquetana,1
54427,Tococa guianensis,2
54430,Tococa sp,1
73092,Tocoyena burnham,1
54432,Tocoyena pittieri,14
54434,Tocoyena williamsii,3
54435,Toddalia aculeata,1
54436,Toddalia asiatica,10
54439,Todea superba,3
54444,Tofieldia calyculata,15
54448,Tofieldia pusilla,46
54454,Tolpis webbii,1
54455,Toluifera balsamum,1
100021,Tonestus pygmaeus,1
100024,Tontelea attenuata,1
100025,Tontelea glabra,1
54458,Tontelea ovalifolia,3
54459,Tontelea richardii,3
54461,Toona australis,1
54463,Toona ciliata,3
54471,Tordylium apulum,1
54472,Tordylium maximum,10
54485,Torenia vagans,1
54487,Torilis arvensis,6
54489,Torilis japonica,7
54490,Torilis leptophylla,1
54491,Torilis nodosa,7
54509,Toulicia guianensis,1
100041,Toulicia patentinervia,1
54511,Toulicia pulvinata,1
54516,Tournefortia bicolor,3
